20160101024318.000000,0.178327,0.261685,0.308496,0.239903,0.184335,0.115878,0.105616,0.064591,0.038141,0.108197,
20160101043121.000000,0.177958,0.261092,0.307759,0.239626,0.185505,0.120355,0.114214,0.069216,0.040653,0.118797,
20160101061924.000000,0.177994,0.260696,0.306873,0.238879,0.186061,0.123715,0.121182,0.071837,0.041184,0.127643,
20160101080727.000000,0.177578,0.259972,0.306005,0.238457,0.186896,0.127422,0.127917,0.075612,0.043426,0.136147,
20160101095530.000000,0.177034,0.259629,0.305996,0.238768,0.187992,0.130526,0.133636,0.080140,0.047025,0.142624,
20160101114333.000000,0.176665,0.259113,0.305524,0.238682,0.188634,0.132193,0.136547,0.081773,0.048014,0.146219,
20160101133135.000000,0.176703,0.259035,0.305289,0.238590,0.188489,0.131348,0.134340,0.080064,0.046735,0.143415,
20160101170741.000000,0.177171,0.260343,0.307262,0.239701,0.186707,0.123939,0.120467,0.073479,0.043840,0.126303,
20160101185544.000000,0.178027,0.261100,0.307790,0.239798,0.185521,0.119332,0.111800,0.067354,0.039161,0.115427,
20160101204347.000000,0.179445,0.262764,0.309259,0.239906,0.182202,0.108957,0.092842,0.055707,0.031468,0.092871,
20160101223150.000000,0.180090,0.263841,0.310536,0.240622,0.180963,0.103720,0.082711,0.050158,0.028375,0.080512,
20160102003633.000000,0.179288,0.262841,0.309645,0.240559,0.182734,0.108620,0.091047,0.055699,0.032361,0.090549,
20160102022436.000000,0.178386,0.261772,0.308605,0.240002,0.184153,0.114861,0.103497,0.063335,0.037354,0.105605,
20160102041239.000000,0.177906,0.261049,0.307719,0.239491,0.185118,0.119506,0.112691,0.068497,0.040341,0.116972,
20160102060042.000000,0.177953,0.260667,0.306912,0.238880,0.185839,0.122880,0.119654,0.071183,0.040964,0.125709,
20160102074845.000000,0.177613,0.259950,0.305975,0.238403,0.186708,0.126698,0.126655,0.074784,0.042830,0.134658,
20160102093648.000000,0.177117,0.259677,0.305914,0.238643,0.187780,0.130126,0.132882,0.079511,0.046526,0.141760,
20160102112451.000000,0.176789,0.259316,0.305648,0.238656,0.188348,0.131848,0.136051,0.081605,0.048002,0.145605,
20160102131253.000000,0.176712,0.259001,0.305254,0.238566,0.188615,0.131803,0.135347,0.080607,0.047044,0.144640,
20160102164900.000000,0.177159,0.260249,0.307139,0.239545,0.186564,0.123938,0.120862,0.073752,0.044026,0.126830,
20160102183703.000000,0.177972,0.261073,0.307731,0.239847,0.185943,0.120699,0.114258,0.069001,0.040387,0.118437,
20160102221309.000000,0.180115,0.263780,0.310432,0.240496,0.180840,0.103617,0.082793,0.050099,0.028265,0.080654,
20160103001751.000000,0.179406,0.263009,0.309818,0.240594,0.182378,0.107464,0.088881,0.054351,0.031460,0.087946,
20160103020554.000000,0.178597,0.262010,0.308840,0.240161,0.183967,0.113767,0.101247,0.061984,0.036499,0.102871,
20160103035357.000000,0.177995,0.261129,0.307754,0.239453,0.184830,0.118660,0.111195,0.067760,0.039966,0.115137,
20160103054200.000000,0.178158,0.261005,0.307269,0.239249,0.185849,0.122355,0.118386,0.070720,0.040885,0.124058,
20160103073003.000000,0.178003,0.260393,0.306230,0.238458,0.186504,0.126103,0.125513,0.074075,0.042352,0.133250,
20160103091806.000000,0.177280,0.259756,0.305780,0.238443,0.187429,0.129547,0.131872,0.078694,0.045870,0.140609,
20160103110609.000000,0.176735,0.259234,0.305519,0.238484,0.188037,0.131333,0.135320,0.081269,0.047879,0.144724,
20160103125413.000000,0.176803,0.259071,0.305263,0.238539,0.188624,0.132026,0.136038,0.081032,0.047319,0.145508,
20160103163019.000000,0.177136,0.260194,0.306832,0.239174,0.186273,0.124240,0.121667,0.074198,0.044264,0.127806,
20160103181822.000000,0.177603,0.260660,0.307345,0.239703,0.186182,0.121696,0.116089,0.070305,0.041393,0.120751,
20160103200625.000000,0.178915,0.262026,0.308399,0.239526,0.183100,0.112498,0.099392,0.059634,0.033963,0.100776,
20160103215428.000000,0.180145,0.263796,0.310215,0.240265,0.180756,0.104156,0.083872,0.050626,0.028517,0.081972,
20160104000830.000000,0.179483,0.263041,0.309775,0.240501,0.182103,0.106757,0.087687,0.053609,0.030958,0.086515,
20160104015633.000000,0.178632,0.262054,0.308861,0.240201,0.183842,0.113180,0.100029,0.061248,0.036033,0.101403,
20160104034436.000000,0.177947,0.261104,0.307656,0.239322,0.184595,0.118241,0.110400,0.067341,0.039749,0.114160,
20160104053239.000000,0.177973,0.260800,0.307174,0.239218,0.185769,0.121889,0.117564,0.070370,0.040772,0.123021,
20160104072042.000000,0.178228,0.260680,0.306377,0.238463,0.186315,0.125789,0.124901,0.073719,0.042125,0.132479,
20160104090845.000000,0.177253,0.259658,0.305673,0.238369,0.187293,0.129083,0.131110,0.078127,0.045434,0.139739,
20160104124451.000000,0.176782,0.259063,0.305151,0.238449,0.188600,0.132114,0.136241,0.081195,0.047442,0.145778,
20160104162058.000000,0.177110,0.260093,0.306703,0.239052,0.186228,0.124332,0.121998,0.074351,0.044326,0.128208,
20160104195704.000000,0.178762,0.261814,0.308112,0.239402,0.183335,0.113395,0.101161,0.060710,0.034686,0.102902,
20160104214507.000000,0.180094,0.263598,0.310056,0.240172,0.180816,0.104300,0.084377,0.050883,0.028641,0.082606,
20160105002712.000000,0.179347,0.262917,0.309410,0.240231,0.182163,0.107794,0.089486,0.054748,0.031749,0.088690,
20160105021515.000000,0.178416,0.261770,0.308264,0.239637,0.183596,0.114091,0.101966,0.062429,0.036800,0.103770,
20160105040318.000000,0.177929,0.261016,0.307545,0.239293,0.184769,0.118853,0.111578,0.067945,0.040070,0.115649,
20160105055121.000000,0.177981,0.260694,0.306822,0.238834,0.185619,0.122356,0.118628,0.070740,0.040818,0.124430,
20160105073924.000000,0.178018,0.260347,0.305994,0.238200,0.186304,0.126232,0.125825,0.074291,0.042520,0.133663,
20160105092727.000000,0.177095,0.259512,0.305578,0.238351,0.187442,0.129559,0.131998,0.078877,0.046076,0.140760,
20160105111530.000000,0.176753,0.259184,0.305343,0.238372,0.187994,0.131321,0.135313,0.081249,0.047860,0.144744,
20160105130333.000000,0.176710,0.258914,0.304852,0.238177,0.188271,0.131605,0.135375,0.080625,0.047065,0.144719,
20160105163938.000000,0.177086,0.260078,0.306795,0.239215,0.186252,0.123821,0.120911,0.073782,0.044043,0.126922,
20160105182741.000000,0.177976,0.261018,0.307505,0.239673,0.185916,0.121117,0.115102,0.069645,0.040923,0.119538,
20160105201544.000000,0.179020,0.262129,0.308241,0.239240,0.182525,0.111550,0.097725,0.058646,0.033348,0.098789,
20160108024318.000000,0.178166,0.261350,0.307815,0.239289,0.183713,0.115054,0.104262,0.063828,0.037712,0.106618,
20160108043121.000000,0.177952,0.260898,0.307170,0.239037,0.184865,0.119616,0.113071,0.068625,0.040367,0.117501,
20160108061924.000000,0.177932,0.260406,0.306174,0.238252,0.185454,0.122808,0.119910,0.071179,0.040862,0.126153,
20160108080726.000000,0.177470,0.259623,0.305212,0.237733,0.186202,0.126566,0.126685,0.074919,0.043056,0.134771,
20160108095529.000000,0.176938,0.259314,0.305197,0.238051,0.187349,0.129957,0.132840,0.079679,0.046796,0.141750,
20160108114332.000000,0.176656,0.258980,0.304917,0.238118,0.188027,0.131543,0.135560,0.081250,0.047744,0.145072,
20160108133134.000000,0.176722,0.258831,0.304724,0.238030,0.187887,0.130534,0.133237,0.079429,0.046374,0.142168,
20160108185542.000000,0.177955,0.260851,0.307091,0.239109,0.184869,0.118947,0.111492,0.067238,0.039187,0.115125,
20160108204345.000000,0.179328,0.262425,0.308448,0.239138,0.181536,0.108630,0.092553,0.055591,0.031465,0.092570,
20160109003633.000000,0.179231,0.262660,0.309156,0.240099,0.182216,0.107765,0.089596,0.054859,0.031862,0.088837,
20160109022435.000000,0.178281,0.261501,0.307882,0.239350,0.183479,0.114111,0.102253,0.062633,0.036958,0.104153,
20160109041238.000000,0.177940,0.260842,0.307175,0.238983,0.184603,0.118742,0.111580,0.067924,0.040064,0.115727,
