20160101024318.000000,0.209748,0.312886,0.381791,0.332021,0.299889,0.234515,0.231192,0.151971,0.100764,0.241898,
20160101043121.000000,0.206160,0.307618,0.374813,0.324048,0.291100,0.227577,0.226196,0.147245,0.096377,0.237714,
20160101061924.000000,0.205453,0.306305,0.372812,0.321612,0.288842,0.227036,0.227952,0.146233,0.094117,0.240455,
20160101080727.000000,0.204839,0.305317,0.371541,0.320549,0.288685,0.229301,0.232968,0.148669,0.095283,0.247131,
20160101095530.000000,0.206493,0.307953,0.375235,0.325261,0.295192,0.237876,0.244095,0.156581,0.101044,0.259686,
20160101114333.000000,0.206301,0.308006,0.375682,0.326374,0.297076,0.240264,0.246973,0.158451,0.102295,0.262894,
20160101133135.000000,0.208227,0.310857,0.379425,0.330691,0.301521,0.242638,0.246753,0.158481,0.102412,0.261806,
20160101170741.000000,0.213682,0.319296,0.390770,0.343321,0.314458,0.251134,0.250331,0.164032,0.108343,0.263498,
20160101185544.000000,0.213163,0.318456,0.389638,0.342022,0.312496,0.247629,0.244993,0.160834,0.106460,0.256536,
20160101204347.000000,0.211857,0.316109,0.386010,0.336829,0.304472,0.236077,0.228886,0.150764,0.099881,0.238258,
20160101223150.000000,0.214459,0.319388,0.389719,0.340159,0.306877,0.236021,0.226199,0.150092,0.100326,0.234379,
20160102003633.000000,0.213806,0.318552,0.388926,0.339832,0.307628,0.238548,0.230760,0.152848,0.102159,0.240076,
20160102022436.000000,0.211161,0.315017,0.384655,0.335460,0.303891,0.237922,0.233870,0.153785,0.101948,0.244639,
20160102041239.000000,0.207157,0.309253,0.377106,0.326902,0.294535,0.230752,0.229089,0.149446,0.097993,0.240618,
20160102060042.000000,0.206119,0.307184,0.373873,0.322909,0.290355,0.228331,0.228952,0.147325,0.095216,0.241412,
20160102074845.000000,0.204380,0.304434,0.370222,0.318907,0.286690,0.227047,0.230367,0.146901,0.093995,0.244236,
20160102093648.000000,0.205026,0.305623,0.372030,0.321420,0.290612,0.233352,0.239565,0.153311,0.098664,0.254966,
20160102112451.000000,0.205810,0.307005,0.374065,0.324201,0.294406,0.237689,0.244563,0.156896,0.101328,0.260452,
