20160101024318.000000,0.201715,0.302429,0.369817,0.319345,0.293381,0.246094,0.243586,0.161275,0.124195,0.321184,
20160101043121.000000,0.198035,0.297118,0.362846,0.311143,0.283853,0.237312,0.234494,0.154477,0.119552,0.314475,
20160101061924.000000,0.197262,0.295962,0.361246,0.308953,0.281008,0.234508,0.231524,0.151689,0.117159,0.312308,
20160101080727.000000,0.196913,0.295464,0.360602,0.308171,0.280037,0.233492,0.230471,0.150667,0.116196,0.311335,
20160101095530.000000,0.199331,0.298830,0.364848,0.313034,0.285571,0.238475,0.235323,0.154098,0.118210,0.315357,
20160101114333.000000,0.199383,0.299190,0.365582,0.314296,0.287336,0.240366,0.237608,0.155571,0.118908,0.316592,
20160101133135.000000,0.201282,0.302103,0.369476,0.318945,0.292703,0.245299,0.242734,0.158933,0.120680,0.320427,
20160101170741.000000,0.206734,0.310075,0.380034,0.331500,0.307428,0.258931,0.256669,0.169585,0.127935,0.330913,
20160101185544.000000,0.205759,0.308865,0.378690,0.330229,0.306188,0.257960,0.255885,0.169560,0.128637,0.329989,
20160101204347.000000,0.203445,0.305271,0.373841,0.324530,0.299662,0.252095,0.249891,0.165743,0.126791,0.325528,
20160101223150.000000,0.205772,0.308035,0.376852,0.327318,0.302345,0.254270,0.251615,0.167511,0.128624,0.327787,
20160102003633.000000,0.205545,0.307759,0.376578,0.327086,0.302199,0.254068,0.251496,0.167174,0.128201,0.327504,
20160102022436.000000,0.203266,0.304694,0.372796,0.322933,0.297586,0.249875,0.247400,0.163738,0.125355,0.323886,
20160102041239.000000,0.199216,0.298934,0.365299,0.314204,0.287517,0.240702,0.238002,0.156904,0.120865,0.316877,
20160102060042.000000,0.197996,0.296834,0.362204,0.310128,0.282472,0.235905,0.232935,0.152853,0.118024,0.313352,
20160102074845.000000,0.196336,0.294435,0.359114,0.306386,0.278039,0.231620,0.228484,0.149337,0.115475,0.309826,
20160102093648.000000,0.197624,0.296242,0.361370,0.308892,0.280802,0.234102,0.230881,0.151012,0.116378,0.311948,
20160102112451.000000,0.198795,0.298028,0.363756,0.311881,0.284422,0.237522,0.234474,0.153559,0.117908,0.314515,
